index,사망수,부상자수,재산피해금액,출동소요시간,화재진압시간,시군구명,읍면동명,경도,위도,현장소방서거리,현장안전센터거리,시간단위기온,시간단위강수량,시간단위풍속,시간단위풍향,시간단위습도,시간단위적설량,시간단위가시거리,계절,시간대,화재발생일시,주말여부
24066,0,0,5251,444,14752,서초구,잠원동,127.0114537,37.5131149,4.0,2.0,-3.6,,1.5,270.0,46.0,,2000,겨울,밤,2021-02-18 21:04:00,평일
24067,0,0,55,502,500,용산구,이태원동,126.9911001,37.5352436,4.0,4.0,-3.6,,1.5,270.0,46.0,,2000,겨울,밤,2021-02-18 21:11:00,평일
24073,0,0,100,500,700,중랑구,면목동,127.0877017,37.5845781,4.0,2.0,-6.9,,2.8,50.0,67.0,,2000,겨울,낮,2021-02-19 07:50:00,평일
24086,0,0,260,457,1430,노원구,중계동,127.0831508,37.6451251,3.0,3.0,6.4,,4.5,200.0,73.0,,1881,겨울,밤,2021-02-19 19:06:00,평일
24087,0,0,20,500,0,성동구,하왕십리동,127.0261628,37.5662297,2.0,1.0,6.4,,4.5,200.0,73.0,,1881,겨울,밤,2021-02-19 19:23:00,평일
24219,0,0,123,500,2200,송파구,문정동,127.1291947,37.486209,2.0,2.0,7.6,,2.8,90.0,48.0,,2000,겨울,밤,2021-02-28 00:13:00,평일
24228,0,0,392,455,2100,구로구,구로동,126.8977669,37.4808585,5.0,1.0,9.0,,2.0,20.0,46.0,,2000,겨울,밤,2021-02-28 23:53:00,평일
24233,0,1,2908,429,1948,강동구,천호동,127.1375986,37.5437502,3.0,2.0,5.8,,4.3,50.0,85.0,,1303,봄,밤,2021-03-01 05:36:00,평일
24238,0,0,119,701,1700,동작구,사당동,126.9752405,37.4913421,9.0,3.0,6.7,,4.7,50.0,100.0,,365,봄,낮,2021-03-01 13:15:00,평일
24241,0,0,2086,446,1816,동작구,사당동,126.977253,37.4833613,8.0,2.0,6.8,15.8,3.4,50.0,99.0,,527,봄,낮,2021-03-01 15:50:00,평일
24245,0,0,6,449,30,마포구,공덕동,126.9625933,37.5503932,3.0,1.0,3.1,10.1,6.0,50.0,94.0,,778,봄,낮,2021-03-01 18:05:00,평일
24250,0,0,45,426,200,관악구,신림동,126.9150799,37.4740072,4.0,2.0,1.0,4.3,3.6,50.0,98.0,0.5,768,봄,밤,2021-03-01 21:01:00,평일
24253,0,0,296,525,400,송파구,방이동,127.1166842,37.5127369,4.0,4.0,0.8,,2.8,50.0,99.0,0.8,235,봄,밤,2021-03-01 22:16:00,평일
24254,0,0,50,459,229,양천구,신월동,126.8413956,37.5170541,4.0,2.0,0.6,,1.6,50.0,95.0,2.3,1890,봄,밤,2021-03-02 01:09:00,평일
24260,0,0,4,500,400,송파구,방이동,127.1177693,37.5115481,3.0,3.0,3.5,,1.3,90.0,73.0,,2000,봄,낮,2021-03-02 12:54:00,평일
24270,0,0,973,421,2203,구로구,개봉동,126.8573058,37.488076,2.0,2.0,9.6,,2.1,180.0,43.0,,2000,봄,낮,2021-03-03 16:50:00,평일
24272,0,0,279,446,2,양천구,신정동,126.8591702,37.5185964,2.0,2.0,8.4,,2.2,200.0,38.0,,2000,봄,낮,2021-03-03 18:32:00,평일
24277,0,0,433,716,1053,서초구,우면동,127.0188063,37.464772,11.0,7.0,4.2,,0.1,0.0,59.0,,2000,봄,밤,2021-03-03 23:33:00,평일
24285,0,0,243,433,0,도봉구,쌍문동,127.0375916,37.657968,2.0,2.0,11.5,,0.8,180.0,51.0,,2000,봄,낮,2021-03-04 18:46:00,평일
24289,0,0,162,433,1008,동대문구,답십리동,127.0640321,37.5704048,2.0,2.0,9.1,,2.2,20.0,61.0,,2000,봄,밤,2021-03-04 20:01:00,평일
24297,0,0,11,436,300,영등포구,신길동,126.9088727,37.5062363,2.0,2.0,13.3,,2.7,250.0,53.0,,2000,봄,낮,2021-03-05 12:14:00,평일
24302,0,0,0,438,922,서대문구,북가좌동,126.9065926,37.5784903,3.0,1.0,10.2,,3.6,270.0,69.0,,2000,봄,밤,2021-03-05 20:04:00,평일
24305,0,0,275,450,303,강동구,성내동,127.1338216,37.5338427,2.0,2.0,6.0,,1.3,270.0,89.0,,1100,봄,밤,2021-03-06 03:39:00,평일
24321,0,0,51,426,0,구로구,구로동,126.8776025,37.4898521,2.0,2.0,5.4,,5.1,50.0,59.0,,2000,봄,밤,2021-03-06 19:31:00,평일
24323,0,0,22,456,720,서초구,양재동,127.0442337,37.4676883,9.0,0.0,3.6,,3.7,70.0,64.0,,2000,봄,밤,2021-03-06 23:27:00,평일
24337,0,0,1973,427,3333,강북구,미아동,127.0268392,37.6236406,3.0,2.0,5.5,,1.2,250.0,72.0,,1743,봄,밤,2021-03-07 22:20:00,평일
24338,0,0,9342,432,2140,마포구,망원동,126.9035454,37.5612788,4.0,2.0,5.5,,1.2,250.0,72.0,,1743,봄,밤,2021-03-07 22:35:00,평일
24622,0,0,754,441,1417,강남구,자곡동,127.1073167,37.4738109,8.0,0.0,10.9,,3.6,270.0,57.0,,724,봄,낮,2021-03-29 10:35:00,평일
24623,0,0,524,432,1100,서초구,양재동,127.035274,37.476631,7.0,3.0,10.9,,3.6,270.0,57.0,,724,봄,낮,2021-03-29 10:57:00,평일
24626,0,1,1382,1151,22,종로구,행촌동,126.9623634,37.574172,3.0,3.0,12.6,,4.5,250.0,38.0,,1949,봄,낮,2021-03-29 17:09:00,평일
24630,0,0,1341,446,821,종로구,재동,126.9846204,37.5787914,2.0,2.0,10.0,,3.0,250.0,45.0,,1378,봄,밤,2021-03-29 20:34:00,평일
24633,0,0,11,504,38,서대문구,충정로3가,126.9608258,37.5626586,4.0,1.0,4.9,,0.7,290.0,79.0,,771,봄,밤,2021-03-30 04:58:00,평일
24634,0,0,56,518,107,서대문구,대현동,126.945187,37.5582379,3.0,3.0,14.4,,3.4,290.0,27.0,,2000,봄,낮,2021-03-30 12:40:00,평일
24643,0,0,174,515,603,강동구,상일동,127.1669,37.5514641,6.0,2.0,13.4,,4.3,270.0,33.0,,2000,봄,밤,2021-03-30 19:33:00,평일
24655,0,0,140,440,200,송파구,문정동,127.1192712,37.4884175,4.0,3.0,15.5,,0.8,160.0,36.0,,2000,봄,낮,2021-03-31 11:34:00,평일
24664,0,0,3376,441,1829,강남구,논현동,127.0253489,37.5094155,5.0,3.0,13.1,,3.4,70.0,43.0,,2000,봄,밤,2021-04-01 03:48:00,평일
24665,0,0,4299,420,1200,중구,을지로2가,126.9887707,37.5666254,3.0,1.0,12.0,,3.5,50.0,46.0,,2000,봄,낮,2021-04-01 07:38:00,평일
24671,0,0,96,429,600,강서구,내발산동,126.8416826,37.5546671,2.0,1.0,23.6,,3.2,70.0,20.0,,2000,봄,낮,2021-04-01 14:37:00,평일
24678,0,0,25,453,0,동작구,사당동,126.9817675,37.4872295,9.0,3.0,19.2,,3.4,110.0,27.0,,2000,봄,밤,2021-04-01 20:51:00,평일
24687,0,0,235,518,438,마포구,연남동,126.9177998,37.565324,4.0,3.0,14.2,,4.8,70.0,39.0,,2000,봄,밤,2021-04-02 01:12:00,평일
24750,0,0,11,423,1100,영등포구,신길동,126.9135613,37.5063216,3.0,3.0,16.0,,2.5,250.0,48.0,,2000,봄,밤,2021-04-06 19:24:00,평일
24753,0,0,11,426,837,강남구,일원동,127.0897053,37.4916439,6.0,2.0,14.2,,3.2,250.0,52.0,,2000,봄,밤,2021-04-06 21:09:00,평일
24762,0,0,935,433,2507,성북구,성북동,127.001022,37.5963152,4.0,2.0,20.2,,4.2,290.0,28.0,,2000,봄,낮,2021-04-07 14:33:00,평일
24767,0,0,1070,423,47,중랑구,묵동,127.0739685,37.6140027,3.0,3.0,12.5,,2.6,250.0,51.0,,2000,봄,밤,2021-04-07 23:17:00,평일
24829,0,0,766,426,1700,강북구,우이동,127.0092378,37.6639815,5.0,4.0,8.6,,1.5,20.0,60.0,,2000,봄,밤,2021-04-11 03:02:00,평일
24846,0,0,75,452,1005,양천구,목동,126.865858,37.5387367,2.0,2.0,12.0,4.1,2.6,70.0,97.0,,243,봄,밤,2021-04-12 19:59:00,평일
24847,0,0,9,443,800,강서구,화곡동,126.8487162,37.5320665,4.0,1.0,12.2,1.6,2.5,50.0,98.0,,298,봄,밤,2021-04-12 21:37:00,평일
24877,0,0,15,440,329,양천구,신월동,126.8445364,37.5215459,3.0,2.0,7.1,,1.7,250.0,80.0,,1607,봄,밤,2021-04-15 00:58:00,평일
24881,0,0,58,1310,0,송파구,풍납동,127.1136514,37.5331647,6.0,3.0,14.8,,2.3,180.0,53.0,,1669,봄,낮,2021-04-15 12:00:00,평일
24888,0,0,10135,452,1408,구로구,오류동,126.8422372,37.49331,3.0,2.0,14.0,,3.3,270.0,41.0,,2000,봄,밤,2021-04-15 19:42:00,평일
24891,0,0,35,511,600,마포구,망원동,126.9046299,37.5571261,4.0,2.0,12.1,,4.9,180.0,66.0,,2000,봄,낮,2021-04-16 10:27:00,평일
24892,0,0,496,603,608,강동구,상일동,127.1709846,37.5474442,6.0,3.0,11.1,0.0,4.3,200.0,84.0,,646,봄,낮,2021-04-16 11:05:00,평일
24894,0,0,35,430,800,은평구,불광동,126.9294804,37.6228217,2.0,2.0,14.7,,4.1,200.0,61.0,,1298,봄,낮,2021-04-16 16:42:00,평일
24897,0,0,100,725,700,서초구,우면동,127.0136636,37.4560634,8.0,6.0,12.2,,2.1,230.0,40.0,,2000,봄,밤,2021-04-16 19:49:00,평일
24900,0,0,210,500,144,구로구,구로동,126.8871334,37.5012241,2.0,1.0,11.2,,3.2,230.0,46.0,,1872,봄,낮,2021-04-17 11:36:00,평일
24906,0,0,22,541,30,서대문구,창천동,126.9328163,37.5573598,2.0,2.0,10.7,,1.0,360.0,50.0,,2000,봄,낮,2021-04-17 18:48:00,평일
24910,0,0,89,514,347,광진구,자양동,127.0680381,37.5398611,2.0,2.0,8.4,,2.7,250.0,56.0,,2000,봄,밤,2021-04-17 22:39:00,평일
24926,0,0,1965,440,30,관악구,신림동,126.9338371,37.4747069,3.0,3.0,18.6,,2.9,200.0,45.0,,2000,봄,낮,2021-04-19 14:44:00,평일
24933,0,0,191,439,643,노원구,상계동,127.065785,37.6562645,3.0,2.0,8.4,,1.9,50.0,89.0,,800,봄,낮,2021-04-20 07:10:00,평일
24944,0,0,1,425,2247,노원구,상계동,127.061139,37.6509527,2.0,2.0,12.4,,0.7,290.0,56.0,,2000,봄,밤,2021-04-21 01:06:00,평일
24948,0,0,1175,841,51,강서구,화곡동,126.8493186,37.555353,2.0,2.0,21.1,,2.0,140.0,36.0,,1763,봄,낮,2021-04-21 11:25:00,평일
24958,0,0,507,439,3235,강남구,신사동,127.0228299,37.5227162,7.0,3.0,22.7,,1.7,140.0,38.0,,1623,봄,낮,2021-04-22 11:34:00,평일
24962,0,0,41,426,423,노원구,상계동,127.0551423,37.6624811,4.0,2.0,25.4,,2.3,290.0,28.0,,2000,봄,낮,2021-04-22 17:06:00,평일
24969,0,0,404,550,42,양천구,목동,126.8727401,37.5410508,2.0,2.0,18.4,,1.1,180.0,43.0,,2000,봄,밤,2021-04-23 00:26:00,평일
24973,0,0,11,558,130,종로구,무악동,126.9586914,37.5757208,3.0,3.0,17.7,,4.2,50.0,58.0,,2000,봄,낮,2021-04-23 09:07:00,평일
24981,0,0,498,450,636,양천구,목동,126.8663652,37.5357246,2.0,2.0,21.5,,5.4,50.0,31.0,,2000,봄,낮,2021-04-23 15:21:00,평일
24986,0,0,360,420,1810,송파구,장지동,127.1364766,37.4755516,4.0,2.0,18.7,,2.9,70.0,39.0,,2000,봄,밤,2021-04-23 21:09:00,평일
24991,0,0,13,550,700,영등포구,대림동,126.9031881,37.4973699,4.0,4.0,17.6,,2.9,50.0,41.0,,2000,봄,밤,2021-04-24 00:11:00,평일
24996,0,0,361,436,600,서초구,서초동,127.0279131,37.4959349,5.0,2.0,15.7,,3.2,50.0,40.0,,2000,봄,밤,2021-04-24 05:34:00,평일
25022,0,0,486,500,1000,강동구,암사동,127.1348797,37.5515934,4.0,2.0,21.6,,3.2,70.0,37.0,,2000,봄,낮,2021-04-25 13:09:00,평일
25039,0,0,910,500,1400,송파구,문정동,127.1235938,37.481945,5.0,3.0,13.0,,0.6,20.0,75.0,,2000,봄,밤,2021-04-27 03:25:00,평일
25043,0,1,1996,429,3831,강남구,역삼동,127.035062,37.4985461,3.0,2.0,17.1,,2.6,200.0,50.0,,2000,봄,낮,2021-04-27 12:23:00,평일
25054,0,0,12,422,3703,광진구,화양동,127.0707222,37.5445946,2.0,1.0,15.5,,2.6,200.0,62.0,,2000,봄,밤,2021-04-27 20:45:00,평일
25055,0,0,102,450,400,중구,회현동1가,126.9800729,37.5561835,4.0,1.0,15.3,0.0,3.5,200.0,72.0,,2000,봄,밤,2021-04-27 22:57:00,평일
25056,0,0,25,433,554,관악구,신림동,126.9294379,37.4825986,3.0,1.0,15.0,0.0,3.5,200.0,76.0,,2000,봄,밤,2021-04-27 23:16:00,평일
25065,0,0,110,540,1155,강동구,명일동,127.1482625,37.5511211,5.0,1.0,17.7,,2.4,200.0,43.0,,2000,봄,낮,2021-04-28 16:31:00,평일
25066,0,1,353,502,324,광진구,화양동,127.0705771,37.5421347,2.0,1.0,17.7,,2.4,200.0,43.0,,2000,봄,낮,2021-04-28 16:37:00,평일
25069,0,0,19421,455,1813,구로구,오류동,126.8403851,37.4886057,3.0,1.0,14.8,,0.9,230.0,44.0,,2000,봄,밤,2021-04-28 20:06:00,평일
25070,0,0,1334,545,13119,강남구,율현동,127.1168259,37.4701042,10.0,2.0,11.4,,2.4,20.0,63.0,,2000,봄,밤,2021-04-29 04:29:00,평일
25073,0,0,35,448,0,용산구,이태원동,126.9924847,37.5399897,2.0,1.0,18.7,,3.1,50.0,40.0,,2000,봄,낮,2021-04-29 14:28:00,평일
25088,0,0,0,857,2,종로구,필운동,126.9666163,37.5773893,2.0,2.0,13.2,,3.4,200.0,73.0,,1575,봄,낮,2021-04-30 17:10:00,평일
25090,0,0,8,420,906,종로구,평창동,126.9782172,37.612944,7.0,2.0,11.7,,2.1,200.0,81.0,,901,봄,밤,2021-04-30 21:59:00,평일
25108,0,0,0,432,10,서대문구,남가좌동,126.9214527,37.5748922,2.0,2.0,9.7,,2.9,270.0,78.0,,2000,봄,밤,2021-05-01 20:53:00,평일
25109,0,0,11,456,205,광진구,중곡동,127.0901775,37.5557542,2.0,2.0,9.2,,1.5,290.0,87.0,,1736,봄,밤,2021-05-01 21:04:00,평일
25133,0,0,97,818,800,강동구,암사동,127.1322151,37.5530321,3.0,2.0,12.7,0.0,2.9,50.0,86.0,,1947,봄,낮,2021-05-04 11:00:00,평일
25135,0,0,6,423,340,광진구,광장동,127.1036212,37.5453194,2.0,2.0,15.2,0.0,2.7,50.0,77.0,,1984,봄,낮,2021-05-04 13:20:00,평일
25147,0,0,484,459,3208,종로구,삼청동,126.9813032,37.5878548,2.0,2.0,17.7,,5.5,250.0,33.0,,2000,봄,낮,2021-05-05 17:47:00,평일
25151,0,0,930,506,648,강동구,암사동,127.1334046,37.54774,3.0,1.0,12.3,,1.7,200.0,57.0,,2000,봄,밤,2021-05-05 22:52:00,평일
25157,0,0,186,611,303,관악구,신림동,126.9308099,37.4759103,3.0,2.0,21.6,,5.1,250.0,36.0,,2000,봄,낮,2021-05-06 16:38:00,평일
25158,0,0,318,440,824,성북구,하월곡동,127.0452712,37.6044561,2.0,2.0,20.2,,4.1,180.0,29.0,,2000,봄,낮,2021-05-06 17:28:00,평일
25159,0,0,128,445,754,서초구,서초동,127.0101513,37.485985,3.0,2.0,20.2,,4.1,180.0,29.0,,2000,봄,낮,2021-05-06 17:37:00,평일
25165,0,0,901,548,0,관악구,봉천동,126.9478298,37.480342,1.0,1.0,16.5,,5.9,230.0,50.0,,616,봄,낮,2021-05-07 13:00:00,평일
25166,0,0,217,432,2300,강서구,개화동,126.817052,37.5846224,7.0,3.0,16.5,,5.9,230.0,50.0,,616,봄,낮,2021-05-07 13:33:00,평일
25191,0,0,126,453,0,동작구,사당동,126.9809919,37.4885402,8.0,2.0,20.1,,6.1,270.0,32.0,,2000,봄,낮,2021-05-09 12:02:00,평일
25192,0,0,19,500,947,은평구,갈현동,126.9104593,37.6186602,2.0,2.0,20.6,,5.9,250.0,31.0,,2000,봄,낮,2021-05-09 13:10:00,평일
25197,0,0,184,445,400,동작구,사당동,126.9779224,37.4798083,8.0,2.0,21.0,,6.0,270.0,29.0,,2000,봄,낮,2021-05-09 15:39:00,평일
25200,0,0,5,426,0,송파구,문정동,127.1253774,37.4881818,3.0,3.0,13.4,,1.6,270.0,56.0,,2000,봄,밤,2021-05-09 23:36:00,평일
25208,0,0,1879,653,500,금천구,가산동,126.8787938,37.4818773,3.0,3.0,14.5,,2.4,90.0,69.0,,2000,봄,낮,2021-05-10 17:45:00,평일
25210,0,0,3261,500,2100,성동구,성수동2가,127.0549086,37.5433384,2.0,1.0,14.4,,2.4,50.0,68.0,,2000,봄,낮,2021-05-10 18:48:00,평일
25220,0,0,0,453,9,서대문구,홍제동,126.9434736,37.5876555,2.0,2.0,23.2,,2.8,110.0,34.0,,2000,봄,낮,2021-05-11 12:49:00,평일
25224,0,0,5,459,725,중랑구,면목동,127.0878476,37.5863171,4.0,2.0,25.5,,1.9,90.0,29.0,,2000,봄,낮,2021-05-11 15:15:00,평일
25234,0,0,8465,421,123,중구,신당동,127.0056314,37.5533696,1.0,1.0,17.1,,3.3,50.0,40.0,,2000,봄,낮,2021-05-12 07:45:00,평일
25236,0,0,326,426,427,강남구,삼성동,127.0642343,37.5163284,2.0,2.0,21.6,,2.7,70.0,32.0,,2000,봄,낮,2021-05-12 10:13:00,평일
25247,0,2,186,433,930,노원구,상계동,127.0701728,37.6646343,4.0,2.0,16.8,,1.8,20.0,69.0,,2000,봄,밤,2021-05-13 05:30:00,평일
25248,0,0,52,627,1100,강서구,등촌동,126.8641294,37.5559878,1.0,1.0,19.6,,1.6,50.0,62.0,,2000,봄,낮,2021-05-13 08:38:00,평일
25249,0,0,479,459,2317,강동구,천호동,127.138816,37.547423,4.0,2.0,19.6,,1.6,50.0,62.0,,2000,봄,낮,2021-05-13 08:55:00,평일
25254,0,0,139,658,2300,강남구,논현동,127.0233386,37.5078979,5.0,3.0,29.0,,3.7,250.0,41.0,,2000,봄,낮,2021-05-13 16:05:00,평일
25255,0,0,22,450,718,강동구,명일동,127.1548189,37.5481103,6.0,2.0,27.2,,3.4,270.0,46.0,,2000,봄,낮,2021-05-13 18:49:00,평일
25260,0,0,2707,459,1829,종로구,창신동,127.0127389,37.5738388,4.0,2.0,19.9,,2.1,270.0,70.0,,2000,봄,밤,2021-05-14 01:20:00,평일
25263,0,0,424,513,4615,서초구,서초동,127.0247469,37.4974952,4.0,2.0,24.2,,1.8,50.0,60.0,,1257,봄,낮,2021-05-14 10:36:00,평일
25275,0,0,39,423,843,강남구,신사동,127.0224156,37.522918,7.0,3.0,24.8,,1.3,250.0,62.0,,1597,봄,밤,2021-05-14 21:17:00,평일
25276,0,1,18415,548,1222,관악구,봉천동,126.9592376,37.4899264,2.0,2.0,23.6,,2.4,230.0,66.0,,1043,봄,밤,2021-05-14 22:41:00,평일
25286,0,0,36,500,59,중랑구,면목동,127.0910838,37.5806391,6.0,3.0,20.9,1.0,1.9,50.0,93.0,,324,봄,낮,2021-05-15 18:52:00,평일
25293,0,0,5512,517,1000,종로구,홍지동,126.9556373,37.6030996,5.0,2.0,19.7,2.5,1.8,200.0,97.0,,326,봄,낮,2021-05-16 11:44:00,평일
25295,0,0,102,449,1235,강남구,청담동,127.0530891,37.5269266,3.0,2.0,19.1,0.8,2.9,70.0,95.0,,472,봄,낮,2021-05-16 14:49:00,평일
25311,0,0,494,605,1637,광진구,화양동,127.0665711,37.5453271,2.0,2.0,15.9,0.0,1.1,360.0,93.0,,493,봄,낮,2021-05-17 14:51:00,평일
25327,0,0,266,440,1144,노원구,상계동,127.0565059,37.6498723,3.0,3.0,12.6,,1.8,20.0,74.0,,2000,봄,밤,2021-05-19 05:21:00,평일
25342,0,0,18,433,1650,강남구,논현동,127.0301757,37.506478,4.0,3.0,16.4,,2.5,20.0,60.0,,2000,봄,낮,2021-05-20 06:14:00,평일
25358,0,1,50,500,3000,강서구,마곡동,126.8234852,37.5705625,5.0,2.0,15.6,0.3,2.6,50.0,89.0,,2000,봄,밤,2021-05-21 00:35:00,평일
25360,0,0,27,459,110,양천구,신월동,126.8306146,37.535907,5.0,2.0,15.3,0.0,2.6,290.0,89.0,,1681,봄,낮,2021-05-21 10:07:00,평일
25362,0,0,184,455,1300,관악구,신림동,126.9264956,37.4617689,5.0,3.0,16.3,0.0,2.2,290.0,88.0,,1830,봄,낮,2021-05-21 12:42:00,평일
25365,0,0,32596,500,2518,구로구,개봉동,126.8628348,37.4914889,3.0,3.0,17.7,,2.9,290.0,76.0,,2000,봄,낮,2021-05-21 18:20:00,평일
25370,0,0,76,425,434,노원구,상계동,127.061494,37.6527059,3.0,3.0,22.0,,2.8,290.0,54.0,,2000,봄,낮,2021-05-22 12:06:00,평일
25386,0,0,0,440,500,영등포구,영등포동2가,126.9091848,37.5199266,1.0,1.0,21.1,,3.7,290.0,58.0,,2000,봄,낮,2021-05-24 11:39:00,평일
25393,0,0,69,659,400,구로구,구로동,126.8765195,37.4980613,3.0,3.0,23.4,,4.0,250.0,33.0,,1236,봄,낮,2021-05-24 17:15:00,평일
25406,0,0,18,525,0,구로구,구로동,126.8870978,37.4886483,4.0,1.0,17.2,,6.0,250.0,61.0,,2000,봄,낮,2021-05-25 14:50:00,평일
25425,0,0,1581,435,2934,강남구,삼성동,127.0485168,37.512787,2.0,2.0,13.9,,1.5,110.0,88.0,,603,봄,밤,2021-05-28 00:54:00,평일
25429,0,0,289,500,713,강서구,마곡동,126.8383431,37.5600982,3.0,2.0,12.8,2.4,3.5,50.0,97.0,,275,봄,낮,2021-05-28 07:08:00,평일
25433,0,0,44,429,0,영등포구,문래동4가,126.8922554,37.5147582,2.0,2.0,12.6,0.5,2.8,70.0,96.0,,1029,봄,낮,2021-05-28 10:28:00,평일
25437,0,1,359,3133,355,동작구,사당동,126.980685,37.4889151,11.0,6.0,18.2,,3.5,250.0,72.0,,2000,봄,낮,2021-05-28 18:19:00,평일
25443,0,0,161,500,1551,강서구,화곡동,126.8449825,37.530209,5.0,2.0,18.9,,1.6,270.0,67.0,,2000,봄,낮,2021-05-29 10:11:00,평일
25448,0,0,9,430,1000,은평구,대조동,126.9193117,37.6114707,4.0,4.0,12.8,,1.9,50.0,89.0,,2000,봄,밤,2021-05-30 00:57:00,평일
25457,0,0,1305,427,1714,노원구,상계동,127.0815835,37.6694547,4.0,2.0,25.4,,1.6,160.0,41.0,,2000,봄,낮,2021-05-30 18:36:00,평일
25459,0,0,168,521,548,동작구,사당동,126.9753158,37.4810268,7.0,2.0,19.0,2.1,3.0,50.0,84.0,,281,봄,밤,2021-05-30 20:10:00,평일
25462,0,0,596,515,2616,동작구,상도동,126.9356347,37.5053041,3.0,2.0,18.7,0.4,2.0,50.0,85.0,,918,봄,밤,2021-05-30 21:33:00,평일
25467,0,0,11066,454,2643,노원구,중계동,127.0872017,37.6437141,3.0,3.0,17.5,3.1,2.6,50.0,97.0,,189,봄,밤,2021-05-31 01:29:00,평일
25475,0,0,203,433,559,강서구,화곡동,126.8390916,37.5408461,3.0,1.0,23.7,,3.0,250.0,61.0,,2000,여름,낮,2021-06-01 13:27:00,평일
25476,0,0,2787,601,900,용산구,서계동,126.9652344,37.5521864,3.0,2.0,23.6,,3.0,250.0,60.0,,2000,여름,낮,2021-06-01 14:20:00,평일
25480,0,0,12,456,709,마포구,공덕동,126.9595664,37.5491826,3.0,0.0,20.2,,1.0,50.0,77.0,,1214,여름,밤,2021-06-01 22:31:00,평일
25481,0,0,27,458,338,양천구,목동,126.8799675,37.5365744,2.0,2.0,17.6,,1.2,50.0,89.0,,558,여름,밤,2021-06-02 03:34:00,평일
25482,0,1,301,744,2031,종로구,동숭동,127.0053898,37.5832764,4.0,2.0,17.0,,1.7,20.0,90.0,,406,여름,밤,2021-06-02 04:42:00,평일
25484,0,0,974,506,1213,동대문구,제기동,127.0396342,37.5817475,5.0,1.0,16.6,,2.1,50.0,92.0,,368,여름,밤,2021-06-02 05:27:00,평일
25497,0,0,146,505,300,구로구,구로동,126.8723167,37.4960286,3.0,3.0,20.8,,1.1,270.0,70.0,,2000,여름,밤,2021-06-03 01:30:00,평일
25500,0,1,36006,450,3700,성동구,성수동1가,127.0503779,37.5419759,3.0,2.0,21.3,0.5,2.0,200.0,75.0,,693,여름,낮,2021-06-03 13:28:00,평일
25502,0,0,3896,459,1610,구로구,가리봉동,126.8815763,37.4863815,3.0,1.0,18.8,1.8,1.7,290.0,94.0,,233,여름,낮,2021-06-03 16:52:00,평일
25509,0,0,11,501,0,서초구,잠원동,127.0096851,37.5079654,2.0,1.0,18.3,,1.9,230.0,75.0,,2000,여름,낮,2021-06-04 10:36:00,평일
25510,0,0,19,442,115,양천구,목동,126.8687014,37.5358799,1.0,1.0,19.5,,2.6,200.0,69.0,,2000,여름,낮,2021-06-04 11:41:00,평일
25515,0,0,93,500,800,용산구,이태원동,126.9953643,37.5401815,3.0,2.0,22.8,,4.9,200.0,43.0,,2000,여름,낮,2021-06-04 17:15:00,평일
25517,0,0,19,424,0,도봉구,도봉동,127.040691,37.6872598,3.0,3.0,21.1,,5.4,200.0,49.0,,2000,여름,밤,2021-06-04 19:28:00,평일
25518,0,0,2427,454,1626,노원구,월계동,127.0562242,37.6230316,4.0,2.0,21.1,,5.4,200.0,49.0,,2000,여름,밤,2021-06-04 19:30:00,평일
25530,0,0,102,444,2000,관악구,신림동,126.9269064,37.4644976,5.0,2.0,21.1,,3.3,230.0,65.0,,1992,여름,밤,2021-06-05 21:25:00,평일
25534,0,0,223,538,128,광진구,중곡동,127.0953576,37.556802,2.0,2.0,18.9,,3.6,200.0,87.0,,453,여름,밤,2021-06-06 03:25:00,평일
25535,0,0,35,444,500,강북구,수유동,127.0252487,37.639067,2.0,2.0,21.1,,2.8,200.0,74.0,,762,여름,낮,2021-06-06 09:14:00,평일
25545,0,0,9,430,810,성동구,성수동1가,127.0473905,37.5384434,2.0,2.0,21.4,0.0,2.1,250.0,65.0,,2000,여름,낮,2021-06-07 13:12:00,평일
25546,0,0,8,430,500,양천구,신월동,126.8372375,37.5310661,4.0,2.0,21.4,0.0,2.1,250.0,65.0,,2000,여름,낮,2021-06-07 13:48:00,평일
25547,0,0,50,506,0,서초구,잠원동,127.0038507,37.5117017,3.0,3.0,21.3,0.0,1.4,340.0,68.0,,2000,여름,낮,2021-06-07 14:05:00,평일
25573,0,0,120,437,647,관악구,봉천동,126.9486528,37.4902416,4.0,3.0,31.3,,3.0,290.0,38.0,,2000,여름,낮,2021-06-09 16:00:00,평일
25574,0,0,295,422,205,영등포구,문래동3가,126.8909952,37.5198337,2.0,2.0,31.3,,3.0,290.0,38.0,,2000,여름,낮,2021-06-09 16:01:00,평일
25576,0,0,0,511,2509,서대문구,홍제동,126.9379255,37.5887293,2.0,2.0,31.3,,3.0,290.0,38.0,,2000,여름,낮,2021-06-09 16:51:00,평일
25581,0,0,9710,452,2705,구로구,개봉동,126.8525459,37.4876269,2.0,2.0,27.2,,1.0,290.0,56.0,,2000,여름,밤,2021-06-09 21:04:00,평일
25592,0,0,8,444,100,용산구,보광동,127.002032,37.5282846,1.0,3.0,29.3,,3.0,160.0,48.0,,2000,여름,낮,2021-06-10 13:34:00,평일
25596,0,0,64,430,200,송파구,석촌동,127.0998434,37.4999963,5.0,2.0,27.9,,2.8,270.0,53.0,,2000,여름,낮,2021-06-10 17:27:00,평일
