id,geometry,소방용수_수
2059,"POLYGON ((127.06983748749552 37.613140662927464, 127.06981152539275 37.617647280626116, 127.07547701285294 37.61766779851364, 127.07550263306575 37.61316117749824, 127.06983748749552 37.613140662927464))",1.0
2060,"POLYGON ((127.06981152539275 37.617647280626116, 127.06978555750541 37.622153894858975, 127.07545138693175 37.62217441606364, 127.07547701285294 37.61766779851364, 127.06981152539275 37.617647280626116))",8.0
2061,"POLYGON ((127.06978555750541 37.622153894858975, 127.06975958383214 37.62666050562588, 127.07542575530081 37.62668103014809, 127.07545138693175 37.62217441606364, 127.06978555750541 37.622153894858975))",30
2062,"POLYGON ((127.06975958383214 37.62666050562588, 127.06973360437156 37.63116711292672, 127.0754001179588 37.63118764076687, 127.07542575530081 37.62668103014809, 127.06975958383214 37.62666050562588))",30
2063,"POLYGON ((127.06973360437156 37.63116711292672, 127.06970761912234 37.63567371676131, 127.07537447490435 37.63569424791981, 127.0754001179588 37.63118764076687, 127.06973360437156 37.63116711292672))",30
2064,"POLYGON ((127.06970761912234 37.63567371676131, 127.06968162808309 37.640180317129555, 127.0753488261361 37.640200851606764, 127.07537447490435 37.63569424791981, 127.06970761912234 37.63567371676131))",20
2065,"POLYGON ((127.06968162808309 37.640180317129555, 127.06965563125245 37.64468691403127, 127.07532317165274 37.64470745182759, 127.0753488261361 37.640200851606764, 127.06968162808309 37.640180317129555))",30
2066,"POLYGON ((127.06965563125245 37.64468691403127, 127.06962962862902 37.64919350746632, 127.0752975114529 37.649214048582174, 127.07532317165274 37.64470745182759, 127.06965563125245 37.64468691403127))",20
2067,"POLYGON ((127.06962962862902 37.64919350746632, 127.06960362021148 37.653700097434594, 127.07527184553523 37.65372064187035, 127.0752975114529 37.649214048582174, 127.06962962862902 37.64919350746632))",20
2068,"POLYGON ((127.06960362021148 37.653700097434594, 127.06957760599848 37.6582066839359, 127.07524617389836 37.65822723169197, 127.07527184553523 37.65372064187035, 127.06960362021148 37.653700097434594))",20
2069,"POLYGON ((127.06957760599848 37.6582066839359, 127.06955158598856 37.66271326697014, 127.07522049654098 37.662733818046895, 127.07524617389836 37.65822723169197, 127.06957760599848 37.6582066839359))",30
2070,"POLYGON ((127.06955158598856 37.66271326697014, 127.06952556018045 37.66721984653714, 127.07519481346174 37.66724040093501, 127.07522049654098 37.662733818046895, 127.06955158598856 37.66271326697014))",30
2071,"POLYGON ((127.06952556018045 37.66721984653714, 127.06949952857273 37.67172642263676, 127.07516912465921 37.67174698035612, 127.07519481346174 37.66724040093501, 127.06952556018045 37.66721984653714))",30
2072,"POLYGON ((127.06949952857273 37.67172642263676, 127.06947349116402 37.67623299526887, 127.07514343013213 37.676253556310115, 127.07516912465921 37.67174698035612, 127.06949952857273 37.67172642263676))",3.0
2073,"POLYGON ((127.06947349116402 37.67623299526887, 127.06944744795297 37.680739564433324, 127.0751177298791 37.680760128796855, 127.07514343013213 37.676253556310115, 127.06947349116402 37.67623299526887))",1.0
2074,"POLYGON ((127.06944744795297 37.680739564433324, 127.0694213989382 37.68524613012997, 127.07509202389878 37.68526669781618, 127.0751177298791 37.680760128796855, 127.06944744795297 37.680739564433324))",1.0
2075,"POLYGON ((127.0694213989382 37.68524613012997, 127.06939534411836 37.689752692358674, 127.0750663121898 37.68977326336797, 127.07509202389878 37.68526669781618, 127.0694213989382 37.68524613012997))",1.0
2076,"POLYGON ((127.06955737922884 37.69378950124917, 127.06982295034226 37.69398109096599, 127.0706446349645 37.693810833625484, 127.07087909798098 37.693700048393815, 127.07120172062118 37.69371815603788, 127.07265787472208 37.69379950005513, 127.07313814081445 37.69397574635648, 127.0733985087237 37.69410087568264, 127.07356845346737 37.69427451104291, 127.07504059475085 37.69427982545206, 127.0750663121898 37.68977326336797, 127.06939534411836 37.689752692358674, 127.06937226384612 37.69374392156733, 127.06955737922884 37.69378950124917))",1.0
2077,"POLYGON ((127.07378297369982 37.69449368841444, 127.07393034803454 37.69464423113352, 127.07448663750151 37.69500962716028, 127.07490708128223 37.69521967911421, 127.07503506036369 37.69524950486778, 127.07504059475085 37.69427982545206, 127.07356845346737 37.69427451104291, 127.07378297369982 37.69449368841444))",1.0
2078,"POLYGON ((127.08209739335216 37.44135118783058, 127.08144415687714 37.441231400730835, 127.0812501755563 37.441118906212765, 127.08070074524068 37.44115137809847, 127.0801716540251 37.44105149584872, 127.07996101018354 37.44121241131821, 127.07957539674481 37.441386948149294, 127.07908340464961 37.44129914504358, 127.07853068087479 37.441557977743926, 127.07817896071373 37.44155201592422, 127.07786101981291 37.44177352790063, 127.07774846120937 37.441863421743, 127.0776019341044 37.44170949763443, 127.07735854158393 37.44163138400962, 127.07707800498116 37.441651277507006, 127.07693611661392 37.441715565527275, 127.07675027537134 37.44190800935601, 127.0821242001653 37.441927131021465, 127.08212728932706 37.44137162768398, 127.08209739335216 37.44135118783058))",1.0
2079,"POLYGON ((127.07672145517185 37.441937853366696, 127.07667114660144 37.441946048704786, 127.07647150990907 37.441991213357475, 127.076446580205 37.446413765071874, 127.08209913488815 37.4464338868729, 127.0821242001653 37.441927131021465, 127.07675027537134 37.44190800935601, 127.07672145517185 37.441937853366696))",1.0
2080,"POLYGON ((127.076446580205 37.446413765071874, 127.07642117026023 37.45092051420536, 127.08207406402893 37.45094063926486, 127.08209913488815 37.4464338868729, 127.076446580205 37.446413765071874))",1.0
2081,"POLYGON ((127.07642117026023 37.45092051420536, 127.07639575465657 37.455427259878796, 127.08204898758633 37.45544738819716, 127.08207406402893 37.45094063926486, 127.07642117026023 37.45092051420536))",1.0
2082,"POLYGON ((127.07639575465657 37.455427259878796, 127.07637033339269 37.45993400209209, 127.08202390555905 37.45995413366967, 127.08204898758633 37.45544738819716, 127.07639575465657 37.455427259878796))",9.0
2083,"POLYGON ((127.07637033339269 37.45993400209209, 127.07634490646727 37.46444074084505, 127.08199881794573 37.46446087568225, 127.08202390555905 37.45995413366967, 127.07637033339269 37.45993400209209))",3.0
2084,"POLYGON ((127.07634490646727 37.46444074084505, 127.07631947387894 37.468947476137544, 127.08197372474513 37.46896761423476, 127.08199881794573 37.46446087568225, 127.07634490646727 37.46444074084505))",3.0
2085,"POLYGON ((127.07631947387894 37.468947476137544, 127.07629403562642 37.47345420796942, 127.08194862595589 37.47347434932702, 127.08197372474513 37.46896761423476, 127.07631947387894 37.468947476137544))",1.0
2086,"POLYGON ((127.07629403562642 37.47345420796942, 127.07626859170834 37.47796093634055, 127.08192352157667 37.477981080958926, 127.08194862595589 37.47347434932702, 127.07629403562642 37.47345420796942))",1.0
2087,"POLYGON ((127.07626859170834 37.47796093634055, 127.07624314212337 37.48246766125075, 127.08189841160622 37.482487809130305, 127.08192352157667 37.477981080958926, 127.07626859170834 37.47796093634055))",1.0
2088,"POLYGON ((127.07624314212337 37.48246766125075, 127.07621768687021 37.48697438269993, 127.08187329604318 37.48699453384102, 127.08189841160622 37.482487809130305, 127.07624314212337 37.48246766125075))",2.0
2089,"POLYGON ((127.07621768687021 37.48697438269993, 127.07619222594751 37.491481100687906, 127.0818481748863 37.491501255090924, 127.08187329604318 37.48699453384102, 127.07621768687021 37.48697438269993))",20
2090,"POLYGON ((127.07619222594751 37.491481100687906, 127.07616675935394 37.49598781521453, 127.08182304813417 37.496007972879866, 127.0818481748863 37.491501255090924, 127.07619222594751 37.491481100687906))",10
2091,"POLYGON ((127.07616675935394 37.49598781521453, 127.07614128708813 37.50049452627965, 127.08179791578551 37.50051468720772, 127.08182304813417 37.496007972879866, 127.07616675935394 37.49598781521453))",10
2092,"POLYGON ((127.07614128708813 37.50049452627965, 127.0761158091488 37.505001233883156, 127.08177277783906 37.50502139807431, 127.08179791578551 37.50051468720772, 127.07614128708813 37.50049452627965))",3.0
2093,"POLYGON ((127.0761158091488 37.505001233883156, 127.0760903255346 37.509507938024875, 127.08174763429344 37.509528105479504, 127.08177277783906 37.50502139807431, 127.0761158091488 37.505001233883156))",1.0
2094,"POLYGON ((127.0760903255346 37.509507938024875, 127.07606483624417 37.51401463870466, 127.08172248514734 37.51403480942316, 127.08174763429344 37.509528105479504, 127.0760903255346 37.509507938024875))",1.0
2095,"POLYGON ((127.07606483624417 37.51401463870466, 127.07603934127621 37.51852133592237, 127.08169733039945 37.51854150990513, 127.08172248514734 37.51403480942316, 127.07606483624417 37.51401463870466))",1.0
2096,"POLYGON ((127.07603934127621 37.51852133592237, 127.07601384062937 37.523028029677874, 127.08167217004849 37.52304820692526, 127.08169733039945 37.51854150990513, 127.07603934127621 37.51852133592237))",1.0
2097,"POLYGON ((127.07601384062937 37.523028029677874, 127.0759883343023 37.527534719971, 127.08164700409307 37.52755490048342, 127.08167217004849 37.52304820692526, 127.07601384062937 37.523028029677874))",1.0
2098,"POLYGON ((127.0759883343023 37.527534719971, 127.07596282229368 37.532041406801625, 127.08162183253192 37.53206159057945, 127.08164700409307 37.52755490048342, 127.0759883343023 37.527534719971))",1.0
2099,"POLYGON ((127.07596282229368 37.532041406801625, 127.07593730460218 37.53654809016958, 127.08159665536374 37.53656827721321, 127.08162183253192 37.53206159057945, 127.07596282229368 37.532041406801625))",30
2100,"POLYGON ((127.07593730460218 37.53654809016958, 127.07591178122644 37.541054770074744, 127.08157147258713 37.54107496038456, 127.08159665536374 37.53656827721321, 127.07593730460218 37.53654809016958))",30
2101,"POLYGON ((127.07591178122644 37.541054770074744, 127.07588625216512 37.54556144651696, 127.08154628420084 37.54558164009337, 127.08157147258713 37.54107496038456, 127.07591178122644 37.541054770074744))",30
2102,"POLYGON ((127.07588625216512 37.54556144651696, 127.0758607174169 37.55006811949609, 127.08152109020352 37.550088316339455, 127.08154628420084 37.54558164009337, 127.07588625216512 37.54556144651696))",9.0
2103,"POLYGON ((127.0758607174169 37.55006811949609, 127.07583517698045 37.55457478901199, 127.08149589059387 37.5545949891227, 127.08152109020352 37.550088316339455, 127.0758607174169 37.55006811949609))",4.0
2104,"POLYGON ((127.07583517698045 37.55457478901199, 127.0758096308544 37.559081455064494, 127.08147068537055 37.55910165844295, 127.08149589059387 37.5545949891227, 127.07583517698045 37.55457478901199))",30
2105,"POLYGON ((127.0758096308544 37.559081455064494, 127.0757840790374 37.563588117653474, 127.08144547453225 37.56360832430005, 127.08147068537055 37.55910165844295, 127.0758096308544 37.559081455064494))",30
2106,"POLYGON ((127.0757840790374 37.563588117653474, 127.07575852152814 37.56809477677879, 127.08142025807761 37.568114986693885, 127.08144547453225 37.56360832430005, 127.0757840790374 37.563588117653474))",30
2107,"POLYGON ((127.07575852152814 37.56809477677879, 127.0757329583253 37.57260143244029, 127.08139503600536 37.572621645624274, 127.08142025807761 37.568114986693885, 127.07575852152814 37.56809477677879))",30
2108,"POLYGON ((127.0757329583253 37.57260143244029, 127.0757073894275 37.57710808463783, 127.08136980831416 37.5771283010911, 127.08139503600536 37.572621645624274, 127.0757329583253 37.57260143244029))",10
2109,"POLYGON ((127.0757073894275 37.57710808463783, 127.0756818148334 37.58161473337126, 127.08134457500266 37.581634953094216, 127.08136980831416 37.5771283010911, 127.0757073894275 37.57710808463783))",1.0
2110,"POLYGON ((127.0756818148334 37.58161473337126, 127.0756562345417 37.58612137864045, 127.08131933606955 37.586141601633464, 127.08134457500266 37.581634953094216, 127.0756818148334 37.58161473337126))",1.0
2111,"POLYGON ((127.0756562345417 37.58612137864045, 127.07563064855098 37.59062802044523, 127.08129409151353 37.59064824670871, 127.08131933606955 37.586141601633464, 127.0756562345417 37.58612137864045))",1.0
2112,"POLYGON ((127.07563064855098 37.59062802044523, 127.07560505685996 37.59513465878548, 127.08126884133324 37.595154888319804, 127.08129409151353 37.59064824670871, 127.07563064855098 37.59062802044523))",1.0
2113,"POLYGON ((127.07560505685996 37.59513465878548, 127.07557945946726 37.59964129366105, 127.08124358552737 37.59966152646661, 127.08126884133324 37.595154888319804, 127.07560505685996 37.59513465878548))",1.0
2114,"POLYGON ((127.07557945946726 37.59964129366105, 127.07555385637156 37.60414792507181, 127.08121832409459 37.604168161148976, 127.08124358552737 37.59966152646661, 127.07557945946726 37.59964129366105))",1.0
2115,"POLYGON ((127.07555385637156 37.60414792507181, 127.07552824757151 37.60865455301757, 127.08119305703357 37.608674792366756, 127.08121832409459 37.604168161148976, 127.07555385637156 37.60414792507181))",1.0
2116,"POLYGON ((127.07552824757151 37.60865455301757, 127.07550263306575 37.61316117749824, 127.081167784343 37.61318142011983, 127.08119305703357 37.608674792366756, 127.07552824757151 37.60865455301757))",1.0
2117,"POLYGON ((127.07550263306575 37.61316117749824, 127.07547701285294 37.61766779851364, 127.08114250602154 37.617688044408006, 127.081167784343 37.61318142011983, 127.07550263306575 37.61316117749824))",1.0
2118,"POLYGON ((127.07547701285294 37.61766779851364, 127.07545138693175 37.62217441606364, 127.08111722206785 37.62219466523119, 127.08114250602154 37.617688044408006, 127.07547701285294 37.61766779851364))",1.0
2119,"POLYGON ((127.07545138693175 37.62217441606364, 127.07542575530081 37.62668103014809, 127.08109193248059 37.6267012825892, 127.08111722206785 37.62219466523119, 127.07545138693175 37.62217441606364))",30
2120,"POLYGON ((127.07542575530081 37.62668103014809, 127.0754001179588 37.63118764076687, 127.08106663725847 37.63120789648193, 127.08109193248059 37.6267012825892, 127.07542575530081 37.62668103014809))",30
2121,"POLYGON ((127.0754001179588 37.63118764076687, 127.07537447490435 37.63569424791981, 127.08104133640015 37.63571450690922, 127.08106663725847 37.63120789648193, 127.0754001179588 37.63118764076687))",20
2122,"POLYGON ((127.07537447490435 37.63569424791981, 127.0753488261361 37.640200851606764, 127.08101602990429 37.6402211138709, 127.08104133640015 37.63571450690922, 127.07537447490435 37.63569424791981))",4.0
2123,"POLYGON ((127.0753488261361 37.640200851606764, 127.07532317165274 37.64470745182759, 127.08099071776955 37.64472771736687, 127.08101602990429 37.6402211138709, 127.0753488261361 37.640200851606764))",10
2124,"POLYGON ((127.07532317165274 37.64470745182759, 127.0752975114529 37.649214048582174, 127.08096539999462 37.64923431739695, 127.08099071776955 37.64472771736687, 127.07532317165274 37.64470745182759))",5.0
2125,"POLYGON ((127.0752975114529 37.649214048582174, 127.07527184553523 37.65372064187035, 127.08094007657814 37.653740913961045, 127.08096539999462 37.64923431739695, 127.0752975114529 37.649214048582174))",20
2126,"POLYGON ((127.07527184553523 37.65372064187035, 127.07524617389836 37.65822723169197, 127.0809147475188 37.65824750705895, 127.08094007657814 37.653740913961045, 127.07527184553523 37.65372064187035))",20
2127,"POLYGON ((127.07524617389836 37.65822723169197, 127.07522049654098 37.662733818046895, 127.0808894128153 37.66275409669057, 127.0809147475188 37.65824750705895, 127.07524617389836 37.65822723169197))",8.0
2128,"POLYGON ((127.07522049654098 37.662733818046895, 127.07519481346174 37.66724040093501, 127.08086407246623 37.66726068285573, 127.0808894128153 37.66275409669057, 127.07522049654098 37.662733818046895))",20
2129,"POLYGON ((127.07519481346174 37.66724040093501, 127.07516912465921 37.67174698035612, 127.0808387264703 37.67176726555432, 127.08086407246623 37.66726068285573, 127.07519481346174 37.66724040093501))",10
2130,"POLYGON ((127.07516912465921 37.67174698035612, 127.07514343013213 37.676253556310115, 127.08081337482618 37.676273844786174, 127.0808387264703 37.67176726555432, 127.07516912465921 37.67174698035612))",30
2131,"POLYGON ((127.07514343013213 37.676253556310115, 127.0751177298791 37.680760128796855, 127.08078801753251 37.68078042055116, 127.08081337482618 37.676273844786174, 127.07514343013213 37.676253556310115))",20
2132,"POLYGON ((127.0751177298791 37.680760128796855, 127.07509202389878 37.68526669781618, 127.080762654588 37.68528699284913, 127.08078801753251 37.68078042055116, 127.0751177298791 37.680760128796855))",2.0
2133,"POLYGON ((127.07509202389878 37.68526669781618, 127.0750663121898 37.68977326336797, 127.08073728599128 37.68979356167995, 127.080762654588 37.68528699284913, 127.07509202389878 37.68526669781618))",1.0
2134,"POLYGON ((127.0750663121898 37.68977326336797, 127.07504059475085 37.69427982545206, 127.080711911741 37.69430012704345, 127.08073728599128 37.68979356167995, 127.0750663121898 37.68977326336797))",1.0
2135,"POLYGON ((127.07580958002384 37.69543000458849, 127.07819655293113 37.69598650924801, 127.0807016828255 37.69611653720118, 127.080711911741 37.69430012704345, 127.07504059475085 37.69427982545206, 127.07503506036369 37.69524950486778, 127.07580958002384 37.69543000458849))",1.0
2136,"POLYGON ((127.08243187267405 37.44157987000357, 127.08212728932706 37.44137162768398, 127.0821242001653 37.441927131021465, 127.08270974772498 37.44192919977265, 127.08243187267405 37.44157987000357))",1.0
2137,"POLYGON ((127.08747680223466 37.44480219451792, 127.08730393539757 37.44464211188398, 127.08642135279997 37.444262640353664, 127.08570306444348 37.44441716340314, 127.08526012291868 37.444318656652364, 127.08386195437015 37.44392178914264, 127.08380507815579 37.44341669788819, 127.08347150190201 37.443062715794774, 127.08333473407559 37.44295751118539, 127.08320806446416 37.44256847181135, 127.08297472857136 37.442320576003894, 127.0829046429625 37.44217420939967, 127.08270974772498 37.44192919977265, 127.0821242001653 37.441927131021465, 127.08209913488815 37.4464338868729, 127.08775169515337 37.44645373834702, 127.08776037829182 37.4448712116233, 127.08747680223466 37.44480219451792))",1.0
2138,"POLYGON ((127.08209913488815 37.4464338868729, 127.08207406402893 37.45094063926486, 127.087726963381 37.45096049395365, 127.08775169515337 37.44645373834702, 127.08209913488815 37.4464338868729))",1.0
2139,"POLYGON ((127.08207406402893 37.45094063926486, 127.08204898758633 37.45544738819716, 127.08770222610077 37.455467246101016, 127.087726963381 37.45096049395365, 127.08207406402893 37.45094063926486))",1.0
2140,"POLYGON ((127.08204898758633 37.45544738819716, 127.08202390555905 37.45995413366967, 127.0876774833114 37.459973994788996, 127.08770222610077 37.455467246101016, 127.08204898758633 37.45544738819716))",1.0
2141,"POLYGON ((127.08202390555905 37.45995413366967, 127.08199881794573 37.46446087568225, 127.08765273501155 37.46448074001739, 127.0876774833114 37.459973994788996, 127.08202390555905 37.45995413366967))",6.0
2142,"POLYGON ((127.08199881794573 37.46446087568225, 127.08197372474513 37.46896761423476, 127.08762798119994 37.468987481786115, 127.08765273501155 37.46448074001739, 127.08199881794573 37.46446087568225))",8.0
2143,"POLYGON ((127.08197372474513 37.46896761423476, 127.08194862595589 37.47347434932702, 127.08760322187528 37.473494220094985, 127.08762798119994 37.468987481786115, 127.08197372474513 37.46896761423476))",2.0
2144,"POLYGON ((127.08194862595589 37.47347434932702, 127.08192352157667 37.477981080958926, 127.08757845703629 37.47800095494385, 127.08760322187528 37.473494220094985, 127.08194862595589 37.47347434932702))",1.0
2145,"POLYGON ((127.08192352157667 37.477981080958926, 127.08189841160622 37.482487809130305, 127.08755368668166 37.48250768633259, 127.08757845703629 37.47800095494385, 127.08192352157667 37.477981080958926))",1.0
2146,"POLYGON ((127.08189841160622 37.482487809130305, 127.08187329604318 37.48699453384102, 127.08752891081008 37.48701441426103, 127.08755368668166 37.48250768633259, 127.08189841160622 37.482487809130305))",10
2147,"POLYGON ((127.08187329604318 37.48699453384102, 127.0818481748863 37.491501255090924, 127.08750412942027 37.491521138729055, 127.08752891081008 37.48701441426103, 127.08187329604318 37.48699453384102))",10
2148,"POLYGON ((127.0818481748863 37.491501255090924, 127.08182304813417 37.496007972879866, 127.08747934251092 37.4960278597365, 127.08750412942027 37.491521138729055, 127.0818481748863 37.491501255090924))",30
2149,"POLYGON ((127.08182304813417 37.496007972879866, 127.08179791578551 37.50051468720772, 127.08745455008076 37.50053457728322, 127.08747934251092 37.4960278597365, 127.08182304813417 37.496007972879866))",30
2150,"POLYGON ((127.08179791578551 37.50051468720772, 127.08177277783906 37.50502139807431, 127.08742975212846 37.50504129136908, 127.08745455008076 37.50053457728322, 127.08179791578551 37.50051468720772))",1.0
2151,"POLYGON ((127.08177277783906 37.50502139807431, 127.08174763429344 37.509528105479504, 127.08740494865275 37.509548001993906, 127.08742975212846 37.50504129136908, 127.08177277783906 37.50502139807431))",1.0
2152,"POLYGON ((127.08174763429344 37.509528105479504, 127.08172248514734 37.51403480942316, 127.08738013965228 37.51405470915757, 127.08740494865275 37.509548001993906, 127.08174763429344 37.509528105479504))",1.0
2153,"POLYGON ((127.08172248514734 37.51403480942316, 127.08169733039945 37.51854150990513, 127.08735532512583 37.518561412859945, 127.08738013965228 37.51405470915757, 127.08172248514734 37.51403480942316))",1.0
2154,"POLYGON ((127.08169733039945 37.51854150990513, 127.08167217004849 37.52304820692526, 127.08733050507202 37.52306811310086, 127.08735532512583 37.518561412859945, 127.08169733039945 37.51854150990513))",1.0
2155,"POLYGON ((127.08167217004849 37.52304820692526, 127.08164700409307 37.52755490048342, 127.08730567948959 37.527574809880186, 127.08733050507202 37.52306811310086, 127.08167217004849 37.52304820692526))",1.0
2156,"POLYGON ((127.08164700409307 37.52755490048342, 127.08162183253192 37.53206159057945, 127.08728084837723 37.532081503197766, 127.08730567948959 37.527574809880186, 127.08164700409307 37.52755490048342))",1.0
2157,"POLYGON ((127.08162183253192 37.53206159057945, 127.08159665536374 37.53656827721321, 127.08725601173364 37.53658819305346, 127.08728084837723 37.532081503197766, 127.08162183253192 37.53206159057945))",30
2158,"POLYGON ((127.08159665536374 37.53656827721321, 127.08157147258713 37.54107496038456, 127.08723116955753 37.541094879447115, 127.08725601173364 37.53658819305346, 127.08159665536374 37.53656827721321))",30
2159,"POLYGON ((127.08157147258713 37.54107496038456, 127.08154628420084 37.54558164009337, 127.08720632184759 37.54560156237861, 127.08723116955753 37.541094879447115, 127.08157147258713 37.54107496038456))",30
2160,"POLYGON ((127.08154628420084 37.54558164009337, 127.08152109020352 37.550088316339455, 127.0871814686025 37.55010824184777, 127.08720632184759 37.54560156237861, 127.08154628420084 37.54558164009337))",30
2161,"POLYGON ((127.08152109020352 37.550088316339455, 127.08149589059387 37.5545949891227, 127.08715660982097 37.55461491785447, 127.0871814686025 37.55010824184777, 127.08152109020352 37.550088316339455))",10
2162,"POLYGON ((127.08149589059387 37.5545949891227, 127.08147068537055 37.55910165844295, 127.0871317455017 37.55912159039856, 127.08715660982097 37.55461491785447, 127.08149589059387 37.5545949891227))",20
2163,"POLYGON ((127.08147068537055 37.55910165844295, 127.08144547453225 37.56360832430005, 127.08710687564339 37.563628259479884, 127.0871317455017 37.55912159039856, 127.08147068537055 37.55910165844295))",30
2164,"POLYGON ((127.08144547453225 37.56360832430005, 127.08142025807761 37.568114986693885, 127.08708200024472 37.56813492509832, 127.08710687564339 37.563628259479884, 127.08144547453225 37.56360832430005))",30
2165,"POLYGON ((127.08142025807761 37.568114986693885, 127.08139503600536 37.572621645624274, 127.08705711930439 37.572641587253706, 127.08708200024472 37.56813492509832, 127.08142025807761 37.568114986693885))",30
2166,"POLYGON ((127.08139503600536 37.572621645624274, 127.08136980831416 37.5771283010911, 127.08703223282109 37.57714824594591, 127.08705711930439 37.572641587253706, 127.08139503600536 37.572621645624274))",30
2167,"POLYGON ((127.08136980831416 37.5771283010911, 127.08134457500266 37.581634953094216, 127.08700734079352 37.581654901174765, 127.08703223282109 37.57714824594591, 127.08136980831416 37.5771283010911))",1.0
2168,"POLYGON ((127.08134457500266 37.581634953094216, 127.08131933606955 37.586141601633464, 127.08698244322038 37.58616155294016, 127.08700734079352 37.581654901174765, 127.08134457500266 37.581634953094216))",1.0
2169,"POLYGON ((127.08131933606955 37.586141601633464, 127.08129409151353 37.59064824670871, 127.08695754010036 37.59066820124191, 127.08698244322038 37.58616155294016, 127.08131933606955 37.586141601633464))",1.0
2170,"POLYGON ((127.08129409151353 37.59064824670871, 127.08126884133324 37.595154888319804, 127.08693263143212 37.595174846079914, 127.08695754010036 37.59066820124191, 127.08129409151353 37.59064824670871))",1.0
2171,"POLYGON ((127.08126884133324 37.595154888319804, 127.08124358552737 37.59966152646661, 127.08690771721442 37.599681487454, 127.08693263143212 37.595174846079914, 127.08126884133324 37.595154888319804))",1.0
2172,"POLYGON ((127.08124358552737 37.59966152646661, 127.08121832409459 37.604168161148976, 127.08688279744587 37.60418812536405, 127.08690771721442 37.599681487454, 127.08124358552737 37.59966152646661))",1.0
2173,"POLYGON ((127.08121832409459 37.604168161148976, 127.08119305703357 37.608674792366756, 127.08685787212522 37.60869475980987, 127.08688279744587 37.60418812536405, 127.08121832409459 37.604168161148976))",1.0
2174,"POLYGON ((127.08119305703357 37.608674792366756, 127.081167784343 37.61318142011983, 127.08683294125115 37.613201390791374, 127.08685787212522 37.60869475980987, 127.08119305703357 37.608674792366756))",1.0
2175,"POLYGON ((127.081167784343 37.61318142011983, 127.08114250602154 37.617688044408006, 127.08680800482234 37.61770801830837, 127.08683294125115 37.613201390791374, 127.081167784343 37.61318142011983))",1.0
2176,"POLYGON ((127.08114250602154 37.617688044408006, 127.08111722206785 37.62219466523119, 127.08678306283747 37.62221464236077, 127.08680800482234 37.61770801830837, 127.08114250602154 37.617688044408006))",1.0
2177,"POLYGON ((127.08111722206785 37.62219466523119, 127.08109193248059 37.6267012825892, 127.08675811529525 37.62672126294837, 127.08678306283747 37.62221464236077, 127.08111722206785 37.62219466523119))",20
2178,"POLYGON ((127.08109193248059 37.6267012825892, 127.08106663725847 37.63120789648193, 127.08673316219436 37.63122788007107, 127.08675811529525 37.62672126294837, 127.08109193248059 37.6267012825892))",20
2179,"POLYGON ((127.08106663725847 37.63120789648193, 127.08104133640015 37.63571450690922, 127.08670820353349 37.63573449372871, 127.08673316219436 37.63122788007107, 127.08106663725847 37.63120789648193))",2.0
2180,"POLYGON ((127.08104133640015 37.63571450690922, 127.08101602990429 37.6402211138709, 127.08668323931131 37.64024110392115, 127.08670820353349 37.63573449372871, 127.08104133640015 37.63571450690922))",1.0
2181,"POLYGON ((127.08101602990429 37.6402211138709, 127.08099071776955 37.64472771736687, 127.08665826952657 37.64474771064823, 127.08668323931131 37.64024110392115, 127.08101602990429 37.6402211138709))",1.0
2182,"POLYGON ((127.08099071776955 37.64472771736687, 127.08096539999462 37.64923431739695, 127.08663329417784 37.649254313909836, 127.08665826952657 37.64474771064823, 127.08099071776955 37.64472771736687))",30
2183,"POLYGON ((127.08096539999462 37.64923431739695, 127.08094007657814 37.653740913961045, 127.08660831326392 37.65376091370582, 127.08663329417784 37.649254313909836, 127.08096539999462 37.64923431739695))",20
2184,"POLYGON ((127.08094007657814 37.653740913961045, 127.0809147475188 37.65824750705895, 127.08658332678345 37.658267510036005, 127.08660831326392 37.65376091370582, 127.08094007657814 37.653740913961045))",30
2185,"POLYGON ((127.0809147475188 37.65824750705895, 127.0808894128153 37.66275409669057, 127.08655833473512 37.662774102900286, 127.08658332678345 37.658267510036005, 127.0809147475188 37.65824750705895))",1.0
2186,"POLYGON ((127.0808894128153 37.66275409669057, 127.08086407246623 37.66726068285573, 127.08653333711759 37.667280692298505, 127.08655833473512 37.662774102900286, 127.0808894128153 37.66275409669057))",1.0
2187,"POLYGON ((127.08086407246623 37.66726068285573, 127.0808387264703 37.67176726555432, 127.08650833392959 37.67178727823054, 127.08653333711759 37.667280692298505, 127.08086407246623 37.66726068285573))",2.0
2188,"POLYGON ((127.0808387264703 37.67176726555432, 127.08081337482618 37.676273844786174, 127.08648332516975 37.676293860696205, 127.08650833392959 37.67178727823054, 127.0808387264703 37.67176726555432))",30
2189,"POLYGON ((127.08081337482618 37.676273844786174, 127.08078801753251 37.68078042055116, 127.0864583108368 37.680800439695396, 127.08648332516975 37.676293860696205, 127.08081337482618 37.676273844786174))",30
2190,"POLYGON ((127.08078801753251 37.68078042055116, 127.080762654588 37.68528699284913, 127.0864332909294 37.68530701522795, 127.0864583108368 37.680800439695396, 127.08078801753251 37.68078042055116))",2.0
2191,"POLYGON ((127.080762654588 37.68528699284913, 127.08073728599128 37.68979356167995, 127.08640826544625 37.68981358729374, 127.0864332909294 37.68530701522795, 127.080762654588 37.68528699284913))",1.0
