연번,비상소화장치일련번호,비상소화장치고유번호,geometry
466,110080330,000039,POINT (126.99600336103106 37.479923519136165)
467,110080331,000040,POINT (127.00305867737977 37.4785268400838)
468,110080338,000048,POINT (126.9945094395419 37.4721263729415)
469,110080340,000051,POINT (127.05228448389904 37.4617733262386)
470,110080343,000054,POINT (127.09062472437904 37.4600769860976)
471,110080344,000055,POINT (127.09090398186511 37.45964423960185)
472,110080345,000056,POINT (127.08921631297204 37.459212993668764)
473,110080346,000057,POINT (127.08893409670094 37.457154173147444)
474,110081841,410,POINT (127.01705966945384 37.62101763749244)
475,110081843,411,POINT (127.01338245498934 37.626303893689446)
476,110081845,413,POINT (127.01587070514546 37.62320991770103)
477,110081846,414,POINT (127.01633213368572 37.62130775384829)
478,110081878,426,POINT (127.0151040963612 37.62387507145168)
479,110081930,211,POINT (127.01629923107812 37.63584127081904)
480,110081958,000012,POINT (126.8402243767053 37.49734006884662)
481,110081960,000005,POINT (126.84283569949254 37.49602243877894)
482,110081968,000013,POINT (126.84289622827006 37.498965077025204)
483,110081969,000036,POINT (126.8465137429566 37.49334632339157)
484,110081989,000052,POINT (126.8344325362564 37.49568262623905)
485,110082005,000059,POINT (126.84693211066507 37.493814097352534)
486,110082016,000076,POINT (126.84162753822244 37.490190762961795)
487,110082030,000090,POINT (126.84766119614764 37.4924498145692)
488,110082037,1-1,POINT (127.0990079088877 37.60375664876775)
489,110080002,141,POINT (127.0201376432075 37.59917957403096)
490,110080036,57,POINT (126.92817517048387 37.60742661310782)
491,110080050,66,POINT (126.92607339799325 37.595574266287144)
492,110080077,7,POINT (126.92209867832653 37.56732588872446)
493,110080078,8,POINT (126.9263137066921 37.56756885740546)
494,110080083,81,POINT (126.93495136173739 37.599444554719916)
495,110080089,1,POINT (126.92354410507885 37.572200014135454)
496,110080093,4,POINT (126.9207898867247 37.56978651702241)
497,110081341,000072,POINT (126.90546371727719 37.49676635220059)
498,110081342,000073,POINT (126.91220721635318 37.51193205854611)
499,110081352,000013,POINT (126.91382400261088 37.513346652086824)
500,110082197,000136,POINT (126.93971645073364 37.50034795312772)
501,110082198,000137,POINT (126.94721753302858 37.496425041848696)
502,110082199,000138,POINT (126.93682223384366 37.496235024680956)
503,110082201,000140,POINT (126.95349525945365 37.49433105606119)
504,110082202,000141,POINT (126.97484196475654 37.47815458347527)
505,110082204,000143,POINT (126.95077027941323 37.503891809874354)
506,110082205,000144,POINT (126.96967161821307 37.49030431835026)
507,110082206,000145,POINT (126.97928779651585 37.49101003022315)
508,110082207,000146,POINT (126.96796388147315 37.48040325901896)
509,110082209,000028,POINT (126.97299977604696 37.471815263259806)
510,110082211,000090,POINT (126.95692186490663 37.47642083259051)
511,110080475,3-33,POINT (126.98901877141952 37.58292747270941)
512,110080476,4-19,POINT (127.00146540247503 37.589399757906044)
513,110080477,4-20,POINT (127.00633412239898 37.57924920749667)
514,110080478,4-21,POINT (127.00562457075394 37.57992347675458)
515,110080479,4-22,POINT (127.00571371485856 37.579136505208446)
516,110080482,132,POINT (126.96134285157754 37.56094885224037)
517,110080094,2,POINT (126.92449844693924 37.573223781411194)
518,110080103,8,POINT (126.93928461875706 37.608672448404846)
519,110080105,10,POINT (126.90464795509642 37.596852058476195)
520,110080106,11,POINT (126.93657664818306 37.59808862247324)
521,110080123,13,POINT (126.93289252448156 37.56525417460401)
522,110080144,34,POINT (126.92575334852945 37.594736833146285)
523,110080149,39,POINT (126.93061200127359 37.600708146809644)
524,110080152,42,POINT (126.92739264920125 37.60741314563317)
525,110080153,10,POINT (126.92970593811584 37.57296228792925)
526,110080156,9,POINT (126.93247637938566 37.575436458384566)
527,110080164,6,POINT (126.92529400292871 37.57126029589151)
528,110081167,000004,POINT (126.98365823676177 37.54531918944755)
529,110081176,000013,POINT (126.97810962711382 37.55404182301664)
530,110081177,000014,POINT (126.98303921544874 37.54719671031347)
531,110081184,000021,POINT (126.97960393898444 37.55019604769707)
532,110081212,000032,POINT (126.97754751718195 37.55259048691476)
533,110081221,000069,POINT (126.96368240294647 37.5225703630709)
534,110081239,000076,POINT (126.98352316842305 37.54713563500938)
535,110080940,000151,POINT (126.99360571835807 37.56315574037131)
536,110080941,169,POINT (127.00538923749113 37.550906338751)
537,110080942,000147,POINT (127.00667216883171 37.55511393382116)
538,110081193,000043,POINT (126.9989103845134 37.53283337820831)
539,110081194,000044,POINT (127.0015184567169 37.53078414214309)
540,110081195,000045,POINT (127.00326404936159 37.52895190424845)
541,110081197,000047,POINT (126.99315749666046 37.53939286508932)
542,110081199,000049,POINT (126.97529022270449 37.54797317297646)
543,110081200,000050,POINT (126.96381220673386 37.54305863419556)
544,110081201,000051,POINT (126.96359347478064 37.53778906379328)
545,110081202,000022,POINT (126.9980694803274 37.53101495233703)
546,110081203,000023,POINT (126.99803797282237 37.52775315671964)
547,110081204,000024,POINT (126.99492873057136 37.52333487863712)
548,110081206,000026,POINT (126.99135794483952 37.53748052983321)
549,110081208,000028,POINT (126.95487434928697 37.53389416630089)
550,110081209,000029,POINT (126.96540232075846 37.54919392192921)
551,110081210,000030,POINT (126.99052478931453 37.53850829292276)
552,110081213,000033,POINT (126.96855904233966 37.55143326391368)
553,110081214,000034,POINT (126.96555229871643 37.550753859249966)
554,110081216,000064,POINT (126.96539774463646 37.52226319778238)
555,110081217,000065,POINT (127.00396754174594 37.530694236793146)
556,110081218,000066,POINT (126.97543575255794 37.533631868176904)
557,110081219,000067,POINT (127.00462377197947 37.531380651217766)
558,110081220,000068,POINT (127.0032739352393 37.531468337119286)
559,110081222,000070,POINT (126.97430893101681 37.548739200805215)
560,110081226,000054,POINT (126.96626712538114 37.54687382953384)
561,110081228,000056,POINT (126.96551401692321 37.54007664579646)
562,110081229,000057,POINT (126.99678611528773 37.522098172674816)
563,110081230,000058,POINT (126.96077654840201 37.5237131536634)
564,110081231,000059,POINT (127.0013104554508 37.52441347849047)
565,110081232,000060,POINT (126.99940631271367 37.52253279159856)
566,110081337,068,POINT (127.04682095178777 37.5903838371015)
567,110081351,000012,POINT (126.9022082451073 37.49479373339825)
568,110081339,000070,POINT (126.90328811600014 37.49927254761564)
569,110082715,070,POINT (127.0659605158356 37.59753942475836)
570,110082719,000334,POINT (126.93735301463649 37.49391798242704)
571,110082720,31,POINT (126.90384871360942 37.61614187465742)
572,110081271,000105,POINT (126.98315601547391 37.54820994557956)
573,110081573,111,POINT (127.05056689687765 37.605806404667355)
574,110081616,000091,POINT (127.15054503222298 37.537939310845196)
575,110081617,000092,POINT (127.1366808942669 37.551296982725425)
576,110081620,000003,POINT (127.12906007099265 37.55037299783062)
577,110081628,000018,POINT (127.13460753710345 37.550669333028)
578,110081630,000022,POINT (127.13579129547946 37.541128394436676)
579,110081631,000012,POINT (127.13615390044934 37.54414316618703)
580,110081634,000004,POINT (127.1366004075442 37.54373647423065)
581,110081636,000011,POINT (127.13516762518863 37.543882472526924)
582,110081647,000041,POINT (127.13656016376201 37.54518308232529)
583,110081660,000051,POINT (127.1345544180824 37.54142140472382)
584,110081662,000037,POINT (127.13639594397125 37.553445110081114)
585,110081665,000054,POINT (127.12954601306365 37.55141368904502)
586,110081666,000055,POINT (127.1364413318206 37.54827100221208)
587,110081672,000063,POINT (127.135038166241 37.55571456104843)
588,110081690,000097,POINT (127.13695356664202 37.54277703624683)
589,110081692,000099,POINT (127.12884548106629 37.54971093235781)
590,110082072,1-8,POINT (127.08383254497532 37.64943559417235)
591,110082289,000255,POINT (126.93403291120434 37.51058160103092)
592,110082460,008,POINT (126.84853997768022 37.516422471345344)
593,110082472,028,POINT (126.859028996379 37.52818029633221)
594,110082482,1-4,POINT (127.08175380537747 37.61044213970597)
595,110082486,1-8,POINT (127.08140794177466 37.6083977145232)
596,110082489,1-11,POINT (127.09819489344676 37.61622595139711)
597,110082492,1-12,POINT (127.07925186375815 37.61131894892259)
598,110082493,1-13,POINT (127.08169921064909 37.60978220261685)
599,110082565,000298,POINT (126.92556715272514 37.50129876176862)
600,110082589,000325,POINT (126.93380055092179 37.50711306103705)
601,110082618,29,POINT (126.9274726428003 37.56988884588151)
602,110081179,000016,POINT (126.95597555964427 37.53725728364593)
603,110084562,000031,POINT (127.13443718481284 37.54065552386652)
604,110081052,000031,POINT (127.01660396896744 37.54556751285526)
605,110081430,3,POINT (127.03648275860755 37.595323674122135)
606,110080763,2-41,POINT (126.97218842982872 37.58082261093711)
607,110080705,5-17,POINT (126.96343637532432 37.59782316615776)
608,110083503,326,POINT (127.02250883403325 37.627815589440644)
609,110080409,104,POINT (126.9513995429845 37.56125493094005)
610,110083334,96,POINT (126.84992597116376 37.50196649577729)
611,110082019,000070,POINT (126.8823565165506 37.48579622841334)
612,110084592,4-19,POINT (127.08389150891415 37.60409837337468)
613,110081399,000058,POINT (126.90082292008324 37.49194919688687)
614,110080503,114,POINT (126.94999384675764 37.562149940324254)
615,110083329,93,POINT (126.85083286099201 37.50230474644649)
616,110086899,000101,POINT (127.07784101072988 37.48126512312555)
617,110084531,000137,POINT (127.06805017518191 37.54629986479099)
618,110083918,5-43,POINT (126.96688437100222 37.593868916031795)
619,110086900,000102,POINT (127.081074792482 37.480869174588115)
620,110084565,000113,POINT (126.89725338760046 37.57577880543516)
621,110086904,000104,POINT (126.89134594403478 37.46558855089651)
622,110084467,147,POINT (126.95920555588765 37.561184537116354)
623,110084553,074,POINT (127.04491027150783 37.58495599904028)
624,110086905,000103,POINT (126.90508729331198 37.43948632392462)
625,110084711,003,POINT (126.85745558579447 37.52413503763696)
626,110086912,3-36,POINT (127.09025964106351 37.58837516240079)
627,110083075,000014,POINT (126.94725442237478 37.48824014313804)
628,110084447,136,POINT (127.03449070336893 37.654656562601616)
629,110084593,4-20,POINT (127.07756261094775 37.59598441934965)
630,110083948,000139,POINT (126.9957294719776 37.521468932243714)
631,110083770,12,POINT (126.91401131705942 37.62338879307874)
632,110086913,000115,POINT (126.90552867621109 37.55803387195944)
633,110083159,42,POINT (126.84784845797581 37.531488712966585)
634,110086914,000116,POINT (126.9054866688632 37.55837925447612)
635,110083822,2-19,POINT (127.0777790932787 37.672159904369934)
636,110081058,000016,POINT (127.04376168457279 37.56344198755237)
637,110080107,85,POINT (126.91136710629078 37.62647697642675)
638,110083668,1-22,POINT (126.98010336092949 37.589193242644406)
639,110086917,000151,POINT (126.96796555826641 37.54763151170939)
640,110084219,000185,POINT (126.92538763584604 37.47546470080716)
641,110084532,000138,POINT (127.02893234729905 37.55974146971715)
642,110086918,102,POINT (127.03383449506352 37.58371706165385)
643,110084364,000023,POINT (127.1308434037963 37.5613834148233)
644,110084446,137,POINT (127.03299169758851 37.68562672202034)
645,110083330,000094,POINT (126.88540398449436 37.48938488443534)
646,110081320,026(2527),POINT (127.05479927090525 37.57824957504665)
647,110080427,109,POINT (126.95016776420303 37.56089001540668)
648,110084448,44,POINT (126.8577138136446 37.539895985092166)
649,110080432,107,POINT (126.95082874094007 37.56153277193032)
650,110080444,106,POINT (126.9506981745867 37.56229765534562)
651,110080408,105,POINT (126.95902596146978 37.56224770751099)
652,110084646,000099,POINT (126.90462334566223 37.46748182008966)
653,110080260,000074,POINT (127.09931885794477 37.46836307647174)
654,110081704,000106,POINT (126.96174098137669 37.555489500726914)
655,110083824,001,POINT (127.05789476516856 37.58669947808863)
656,110081367,000017,POINT (126.92795921661131 37.531468546491716)
657,110080507,391,POINT (126.98389112208199 37.55877732163161)
658,110080247,000061,POINT (127.10064821110306 37.4691100574758)
659,110084466,000078,POINT (126.88944386761887 37.515590694610104)
660,110084106,73,POINT (126.91999156952092 37.60561885502528)
661,110084574,000406,POINT (126.98665943008184 37.560265878073274)
662,110083160,43,POINT (126.85987112879175 37.532677894534224)
663,110083209,000136,POINT (127.00089952045063 37.52760362693239)
664,110081512,86,POINT (127.05941271602029 37.60640955037737)
665,110081181,000018,POINT (126.97274860458428 37.53118172600699)
666,110081182,000019,POINT (126.9953813227508 37.52234060647225)
667,110081185,000035,POINT (126.96614284023904 37.54768452345391)
668,110081186,000036,POINT (126.97322429600024 37.54828002308028)
669,110081694,000100,POINT (127.12861583702428 37.55010618643352)
670,110081695,000101,POINT (127.12910692168231 37.55061915259676)
671,110081696,000102,POINT (127.12923873646764 37.55090442097838)
672,110081697,000103,POINT (127.12937290210046 37.55122320732466)
673,110081829,403,POINT (127.01602357870154 37.62230266042104)
674,110081834,406,POINT (127.01955690580542 37.62091342665297)
675,110081699,000105,POINT (127.12934978489635 37.55211707742134)
676,110081703,000105,POINT (126.94033891129561 37.55424006798942)
677,110081729,000024,POINT (126.92910344583235 37.549895091204625)
678,110081837,408,POINT (127.01524992804698 37.62208128552774)
679,110080194,101,POINT (126.96024100748764 37.567882004653605)
680,110080363,21,POINT (126.83951183379132 37.535356790835614)
681,110080374,32,POINT (126.82499458856529 37.54672076899045)
682,110080765,000234,POINT (127.0263603069915 37.56448716935072)
683,110080779,2,POINT (127.01036330984185 37.552056274163874)
684,110080819,000050,POINT (127.00434425668604 37.56532010520206)
685,110080849,000075,POINT (126.99370842236598 37.565725716389736)
686,110080873,000091,POINT (126.9936473767837 37.56467288373165)
687,110081123,000092,POINT (127.0960025019038 37.56011627019345)
688,110081833,405,POINT (127.01436092407663 37.62427563825114)
689,110081813,214,POINT (127.01031457348577 37.637267330898936)
690,110080483,5-13,POINT (126.96518419327555 37.595782868875055)
691,110080484,5-14,POINT (126.96071048154313 37.5929387437124)
692,110080486,5-29,POINT (126.96719792969834 37.604834922082134)
693,110080487,5-30,POINT (126.96231842445799 37.607068025626226)
694,110080488,5-02,POINT (126.95353846237775 37.613193521172256)
695,110080491,5-22,POINT (126.95907540981645 37.602026078686784)
696,110080492,5-36,POINT (126.95564439161757 37.60007864340001)
697,110080493,2-19,POINT (126.96796987680943 37.579575643956034)
698,110080494,3-31,POINT (126.9914552947365 37.57385381786478)
699,110080496,3-21,POINT (126.98387291919902 37.58286334862169)
700,110080497,1-02,POINT (126.98334239876047 37.577256241550224)
701,110080500,133,POINT (126.96006887082125 37.56092494048788)
702,110080501,141,POINT (126.96075282899213 37.56042354687295)
703,110080502,3-23,POINT (126.99644127377793 37.57022230721399)
704,110080504,138,POINT (126.95939393344092 37.55831085307487)
705,110080505,95,POINT (126.96269485287577 37.562800594078475)
706,110080508,113,POINT (126.95860862187318 37.56261158865631)
707,110080510,124,POINT (126.96069324623066 37.561948601029705)
708,110080513,4-26,POINT (127.00109971204967 37.570210354973526)
709,110080514,2-05,POINT (126.96658198845262 37.58995073568954)
710,110080516,4-28,POINT (126.99792712926865 37.56970392591849)
711,110080517,2-21,POINT (126.9702970161905 37.58071598705111)
712,110080518,4-30,POINT (126.99932793908073 37.569290199875724)
713,110080520,000384,POINT (126.98453521844493 37.557626062355546)
714,110080521,000386,POINT (126.97737386108585 37.55872003823831)
715,110080522,000388,POINT (126.97824776845731 37.56043903822027)
716,110080524,4-06,POINT (127.00561075859024 37.58312625275431)
717,110080525,5-01,POINT (126.95750066370759 37.60667072809264)
718,110081800,000103,POINT (126.94497404502515 37.55306821576119)
719,110081802,000052,POINT (126.95444067031863 37.55632727925039)
720,110081804,000108,POINT (126.92269524344938 37.56601314627053)
721,110082623,000256,POINT (126.92180374024751 37.49575688826712)
722,110082636,000056,POINT (126.83739143842993 37.497316496338215)
723,110082659,000048,POINT (126.98254314546098 37.54417981960946)
724,110081806,000075,POINT (126.91974201928043 37.56620700880937)
725,110081807,000065,POINT (126.96146799544735 37.549974534148824)
726,110081808,000078,POINT (126.95783935990767 37.54572221554442)
727,110081809,000023,POINT (126.95980364173721 37.54794030695406)
728,110081810,000089,POINT (126.9624533318549 37.54877211212624)
729,110082702,000074,POINT (126.88458859366757 37.49633263325466)
730,110081811,201,POINT (127.00585431491233 37.67197143100816)
731,110082705,000401,POINT (126.98411181328369 37.557067364031205)
732,110082381,000028,POINT (126.94244734836494 37.507216756533566)
733,110082366,000002,POINT (126.95573010519021 37.50970387965173)
734,110082265,000212,POINT (126.92671387313355 37.496111412345876)
735,110082332,000120,POINT (126.95704315016835 37.49808270921587)
736,110082303,000266,POINT (126.94234511203324 37.50870722721005)
737,110082266,000213,POINT (126.93093315006475 37.51383858718754)
738,110082203,000142,POINT (126.96717672161707 37.49288229565491)
739,110081350,000011,POINT (126.90681181756622 37.510141682789836)
740,110081376,000014,POINT (126.89740864449011 37.51054258428644)
741,110082001,000041,POINT (126.84560028501343 37.498765542758456)
742,110080350,000061,POINT (127.0123575123522 37.49063485516727)
743,110080351,000062,POINT (127.02118074935835 37.50744575488996)
744,110080353,000064,POINT (127.01842625300597 37.50729737274172)
745,110080354,000065,POINT (127.01860046246853 37.505300837754405)
746,110080355,000066,POINT (127.0187647299054 37.506505422463654)
747,110080358,000069,POINT (127.01845656855915 37.509276790141996)
748,110080360,000071,POINT (127.01891096760961 37.50899240283677)
749,110082611,000261,POINT (126.96279803199934 37.506902378400525)
750,110082612,000267,POINT (126.93469383653529 37.51122580385657)
751,110082614,000270,POINT (126.9630119020426 37.48895371455479)
752,110082616,000031,POINT (126.9349608493903 37.50452806074097)
753,110082617,000286,POINT (126.97000900802324 37.4838029990946)
754,110082619,32,POINT (126.93126107495922 37.55855056490722)
755,110082620,143,POINT (126.95371487826603 37.589792258068364)
756,110082739,3-33,POINT (127.10151265327802 37.59638576657176)
757,110082766,000068,POINT (127.0202852442714 37.50715443769213)
758,110080361,000072,POINT (127.01765271830682 37.50777180759707)
759,110081780,000082,POINT (126.90720330426835 37.555985346846754)
760,110081781,000083,POINT (126.93838586220228 37.541694879588526)
761,110081783,000085,POINT (126.96198922620172 37.55786744189803)
762,110081784,000086,POINT (126.91318351060939 37.544062884045545)
763,110081786,000088,POINT (126.96246905898029 37.55052783206672)
764,110080914,000138,POINT (127.01306082855442 37.56438821948506)
765,110080915,156,POINT (127.01277550770753 37.55265874121637)
766,110080916,000180,POINT (126.99286392661828 37.55901766148969)
767,110080919,000174,POINT (127.02592136645492 37.56398188417532)
768,110081787,000090,POINT (126.94499149009816 37.535350997403114)
769,110081790,000093,POINT (126.93640536043964 37.552504097800394)
770,110081791,000094,POINT (126.92129107322182 37.54542392393543)
771,110081792,000095,POINT (126.92419310202149 37.54924073582598)
772,110081793,000096,POINT (126.92007692597657 37.56648222350373)
773,110081794,000097,POINT (126.92819834042083 37.549558886494104)
774,110081795,000098,POINT (126.96115148579489 37.55641769680985)
775,110081796,000099,POINT (126.89791564079583 37.55953448241512)
776,110081932,212,POINT (127.0112450511233 37.635495067324854)
777,110082911,209,POINT (127.00533796878346 37.646521820414115)
778,110081189,000039,POINT (126.95500090150209 37.53706686998249)
779,110084597,215,POINT (127.04007113081073 37.60747969722256)
780,110084462,000091,POINT (127.0111443130762 37.512871881344616)
781,110081516,148,POINT (127.03838231739938 37.592161760311214)
782,110082678,000009,POINT (126.96685092604595 37.540385104485495)
783,110082679,4-18,POINT (127.08362913214646 37.60630374534108)
784,110081648,000034,POINT (127.13670614829736 37.55936294728466)
785,110081650,000036,POINT (127.13061305960602 37.55208240037737)
786,110081658,000044,POINT (127.13872359152263 37.54674943381816)
787,110082855,79,POINT (126.88738442498997 37.58730091212435)
788,110082860,000338,POINT (126.93763474531276 37.503201771323255)
789,110082873,000399,POINT (126.97380182035658 37.47995237421875)
790,110082902,2-18,POINT (127.08324218206762 37.66959922101665)
791,110080956,6-23,POINT (127.0147134904138 37.57040528240925)
792,110080957,6-22,POINT (127.01348321501592 37.57000375611147)
793,110080958,6-18,POINT (127.01290581080667 37.5716621476139)
794,110080960,6-16,POINT (127.01231686453495 37.57064226955057)
795,110080961,6-19,POINT (127.01374967907502 37.57155712874966)
796,110080446,2-28,POINT (126.96273862572419 37.57685814389276)
797,110080447,3-04,POINT (126.99120512837762 37.56940169474886)
798,110080448,127,POINT (126.95957666655895 37.567366638174754)
799,110080449,000368,POINT (126.96294186826748 37.55814913826529)
800,110080452,2-10,POINT (126.96535204683917 37.58388648937731)
801,110080454,2-20,POINT (126.96943486374556 37.58076179112733)
802,110080455,000086,POINT (126.96557982369404 37.55673472396991)
803,110080456,97,POINT (126.96243051923587 37.56921182796699)
804,110080457,4-13,POINT (126.99801448345772 37.58718415436429)
805,110080459,119,POINT (126.96061498972671 37.57052361794908)
806,110081962,000007,POINT (126.88049028139594 37.493725213905044)
807,110080460,3-14,POINT (126.99052358672829 37.57197257382518)
808,110080461,000366,POINT (126.98208476092144 37.55749589539347)
809,110080463,000367,POINT (126.97480653612413 37.558473770820285)
810,110081963,000008,POINT (126.88984981855026 37.48058803841019)
811,110080466,4-16,POINT (126.99627542517074 37.569331173630054)
812,110080467,5-11,POINT (126.96557303365087 37.597297123900816)
813,110080468,2-23,POINT (126.97064016210417 37.57727609564339)
814,110081896,217,POINT (127.0148383626311 37.642642532367084)
815,110081897,67,POINT (127.04220264330506 37.63781847199877)
816,110081898,108,POINT (127.02724585233587 37.633961860101245)
817,110081899,320,POINT (127.03534401481294 37.61821370105826)
818,110081900,110,POINT (127.03456226012084 37.627643774089876)
819,110081901,111,POINT (127.03617183448006 37.644853716240334)
820,110081902,316,POINT (127.03285750045592 37.61312238902083)
821,110081903,309,POINT (127.0245871066779 37.61380482938007)
822,110081904,301,POINT (127.03278442155683 37.62311962639712)
823,110081906,430,POINT (127.0197120841249 37.619150609765775)
824,110081907,308,POINT (127.02314486789315 37.61514333213484)
825,110081909,312,POINT (127.02337093166014 37.612337596042494)
826,110081910,305,POINT (127.02495397082315 37.617310835900525)
827,110080972,000206,POINT (127.00973363832287 37.558970375761604)
828,110080431,93,POINT (126.95686278250899 37.56082836732075)
829,110080433,85,POINT (126.96025659483206 37.56449619576666)
830,110080435,3-06,POINT (126.9914477590531 37.568893784015245)
831,110080438,000055,POINT (126.97454847491298 37.55438179932462)
832,110080439,000056,POINT (126.98584737845479 37.55874957444765)
833,110080443,128,POINT (126.96023473757946 37.564897471985745)
834,110080973,000208,POINT (126.99827138020399 37.559165950196956)
835,110080977,000212,POINT (127.01306051007654 37.55536570636214)
836,110081517,149,POINT (127.0362623237777 37.600710477107704)
837,110081519,152,POINT (127.01133113146496 37.5853463179691)
838,110081520,153,POINT (127.0001972039792 37.59237224578725)
839,110081521,154,POINT (127.00644561590627 37.587430527018185)
840,110081523,156,POINT (126.99233133407488 37.592911750070016)
841,110081526,159,POINT (126.99236862581425 37.5963760429977)
842,110081527,160,POINT (127.00133626110696 37.59594569409227)
843,110081528,161,POINT (126.99560362012224 37.59425351521945)
844,110081529,162,POINT (127.00117909771676 37.59216425650602)
845,110081530,164,POINT (127.00827941236996 37.58450635502773)
846,110081531,165,POINT (127.01934659927107 37.596599809929124)
847,110082180,000015,POINT (126.93806856617948 37.46704238449867)
848,110082182,000216,POINT (126.96957077801257 37.48686049065276)
849,110082184,000218,POINT (126.97306403833987 37.47972652192859)
850,110082185,000111,POINT (126.92565979174073 37.47946540356698)
851,110082186,000113,POINT (126.92248553140759 37.48536613806709)
852,110082187,000063,POINT (126.93453587044455 37.47887882658968)
853,110082190,000066,POINT (126.92616543053474 37.47814590014176)
854,110082192,000131,POINT (126.92522673740132 37.49531444606323)
855,110082193,000132,POINT (126.9136081061896 37.49360693239403)
856,110082194,000133,POINT (126.91294100805624 37.48872956174961)
857,110082196,000135,POINT (126.94464027643691 37.49427492047936)
858,110080962,6-20,POINT (127.01370346917075 37.570723106068606)
859,110080965,000197,POINT (127.00574085523361 37.568774391979176)
860,110081760,000059,POINT (126.92539607225798 37.548686278433834)
861,110080967,201,POINT (127.00791482475512 37.5499171187104)
862,110084453,45,POINT (126.8144120123135 37.56720602993165)
863,110080550,000375,POINT (126.96323031704976 37.55286537522039)
864,110080558,120,POINT (126.9606466383274 37.57128156735202)
865,110082433,000032,POINT (127.12220508243152 37.537924060809836)
866,110080166,37,POINT (126.91464918834843 37.57973706400854)
867,110080789,6-49,POINT (127.0109245236795 37.57762056134813)
868,110080797,6-03,POINT (127.0187823855587 37.57708654886769)
869,110080805,6-32,POINT (127.02055582999238 37.573149816164175)
870,110082249,000125,POINT (126.93178458534486 37.470830544922904)
871,110082337,000083,POINT (126.95727264847524 37.49404142621346)
872,110082330,000053,POINT (126.9287910023556 37.475828379475324)
873,110082033,16,POINT (126.848829029705 37.505693979828735)
874,110082042,4-13,POINT (127.0818897800735 37.605649567547566)
875,110082446,045,POINT (126.88093127359774 37.54371621808438)
876,110082454,005,POINT (126.85451503869108 37.51922069060721)
877,110082464,017,POINT (126.84072038470032 37.52421174775151)
878,110080872,000090,POINT (126.99537205329814 37.56553319884405)
879,110080044,63,POINT (126.90535797025147 37.594825011960545)
880,110080052,42,POINT (126.92144299382201 37.581255884994334)
881,110080055,19,POINT (126.92961134831006 37.56255015811807)
882,110080063,60,POINT (126.93299978746917 37.595082113640125)
883,110080073,75,POINT (126.88844177953794 37.58752403707646)
884,110080082,12,POINT (126.9339488878914 37.57788378423905)
885,110080095,47,POINT (126.90628337035784 37.57718051425515)
886,110080102,7,POINT (126.91232260447941 37.624931899934275)
887,110082051,4-6,POINT (127.0885327262284 37.600367212433575)
888,110082060,4-7,POINT (127.05781044851068 37.62070071965095)
889,110082067,4-3,POINT (127.07727877695362 37.59254383362455)
890,110082076,1-12,POINT (127.08936614757108 37.64392989604925)
891,110080727,5-25,POINT (126.96054492339704 37.60373185495336)
892,110082254,000130,POINT (126.945178424417 37.48424901888345)
893,110081365,000036,POINT (126.91279944661274 37.509806143069405)
894,110082257,000103,POINT (126.94811887047493 37.48827941020074)
895,110081557,95,POINT (126.98931614506081 37.59426634152695)
896,110081924,115,POINT (127.03636854832992 37.66592542319521)
897,110080626,000265,POINT (126.9852944141485 37.558918372707105)
898,110080638,3-15,POINT (126.99098096102513 37.57221088318343)
899,110080643,000250,POINT (126.96318451769332 37.55759313034506)
900,110080654,3-35,POINT (126.98735779177056 37.58224747355837)
901,110080667,000296,POINT (126.96271165403722 37.558411824682146)
902,110080676,000297,POINT (126.98518750003184 37.55808150468755)
903,110080684,3-12,POINT (126.98960908066118 37.57210178483006)
904,110080691,4-49,POINT (127.00653528111472 37.58030835181129)
905,110084887,012,POINT (126.87006141618731 37.540215384872894)
906,110084888,48,POINT (126.84975377886366 37.53969478178832)
907,110084892,000079,POINT (126.90764728536614 37.5206163479648)
908,110081758,000057,POINT (126.90806198361355 37.56187828543003)
909,110080883,055,POINT (127.03520567371912 37.58533279015003)
910,110080891,000139,POINT (127.01176576818665 37.560255926129685)
911,110081326,048,POINT (127.04097088948464 37.57704988841938)
912,110080906,000145,POINT (127.00650305004906 37.56818718281972)
913,110081329,051,POINT (127.05893119870953 37.569840944366504)
914,110081336,015,POINT (127.05555777545268 37.59986017772103)
915,110081610,000083,POINT (127.13184695851336 37.543934217622926)
916,110081621,000008,POINT (127.1297757694559 37.54163425982057)
917,110081024,000129,POINT (127.04703782609519 37.56162936823692)
918,110080222,000027,POINT (127.051602119836 37.49750638219564)
919,110080230,000035,POINT (127.03780679222182 37.49275919304176)
920,110080240,000011,POINT (127.02447877941562 37.52101965371135)
921,110081434,6,POINT (127.01356617461761 37.60704719766748)
922,110081442,13,POINT (127.01071957411213 37.59907152053095)
923,110081449,22,POINT (127.02987459994739 37.605038865517585)
924,110081455,28,POINT (127.0531012882263 37.60525371851994)
925,110081462,35,POINT (127.03139947737559 37.585791392149616)
926,110081470,55,POINT (126.9934483013377 37.59601185796805)
927,110081477,39,POINT (127.02413647259702 37.58303243144832)
928,110080575,4-37,POINT (126.99406254374342 37.59048317354669)
929,110082402,000110,POINT (126.93398359762426 37.48760369324034)
930,110080586,3-22,POINT (126.98347461375941 37.5830052059967)
931,110080593,1-10,POINT (126.98301519337139 37.58467159960254)
932,110080603,000389,POINT (126.97834272129306 37.558851950952565)
933,110080611,000270,POINT (126.97617979678218 37.55837513507714)
